route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,origin_avg_temp,origin_avg_wind_speed,origin_avg_precip,origin_avg_humidity,origin_avg_visibility,origin_avg_pressure,dest_avg_temp,dest_avg_wind_speed,dest_avg_precip,dest_avg_humidity,dest_avg_visibility,dest_avg_pressure,truck_age,load_capacity_pounds,mileage_mpg,age,experience,average_speed_mph,avg_no_of_vehicles,distance,average_hours,route_description,origin_description,dest_description,accident,fuel_type,gender,driving_style,ratings,is_midnight,delay
61.0,5.0,0.0,61.75,4.75,1007.75,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,27.333333333333332,6.958333333333333,0.0,92.45833333333333,3.4583333333333335,1026.4583333333333,13,4000.0,23,54,26,49.1,1830.6666666666667,367.45,7.35,Patchy light drizzle,Light snow,Moderate snow,1,diesel,male,conservative,4,0,1
55.0,5.5,0.0,71.0,3.75,1009.75,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,51.166666666666664,10.5,0.0,64.875,6.0,1027.3333333333333,12,3000.0,23,36,4,59.21,1839.0,857.17,17.14,Light drizzle,Light snow,Clear,1,diesel,male,proactive,8,1,0
43.0,5.75,0.0,73.75,6.0,1015.5,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,26.583333333333332,5.375,0.0,92.29166666666667,4.541666666666667,1031.8333333333333,11,10000.0,21,46,2,53.48,1822.3333333333333,263.95,5.28,Clear,Light snow,Overcast,0,diesel,male,conservative,8,0,0
48.0,8.25,0.0,57.75,6.0,1013.5,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,26.291666666666668,2.625,0.0,81.375,5.625,1029.5833333333333,12,10000.0,18,50,12,37.65,1839.0,208.69,4.17,Clear,Light snow,Sunny,1,gas,male,conservative,4,0,0
42.0,4.5,0.0,88.0,3.5,1007.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.875,3.9166666666666665,0.0,88.20833333333333,5.583333333333333,1030.9583333333333,13,15000.0,23,42,7,49.63,1556.625,688.91,13.78,Heavy snow,Partly cloudy,Light snow,0,diesel,male,conservative,7,0,0
42.5,5.75,0.0,51.75,6.0,1026.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,28.166666666666668,5.833333333333333,0.0,93.16666666666667,4.375,1026.3333333333333,6,3000.0,17,48,12,39.22,1573.2916666666667,470.26,9.41,Sunny,Partly cloudy,Light snow,1,gas,male,conservative,6,0,1
38.75,3.75,0.0,69.5,6.0,1020.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,12,3000.0,24,47,11,44.32,1564.9583333333333,661.29,13.23,Patchy light snow,Partly cloudy,Light snow,1,diesel,male,conservative,5,0,0
52.5,7.5,0.0,78.75,6.0,1018.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,7,15000.0,25,45,7,44.82,1564.9583333333333,1077.52,21.55,Clear,Partly cloudy,Overcast,1,diesel,male,conservative,3,1,0
50.5,6.25,0.0,65.5,3.5,1023.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.958333333333332,6.0,0.0,92.375,3.75,1025.625,7,4000.0,18,44,9,42.24,1573.2916666666667,313.89,6.28,Clear,Partly cloudy,Overcast,1,gas,Unknown,conservative,8,0,0
53.0,7.5,0.0,75.0,6.0,1019.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.916666666666668,7.125,0.0,41.125,6.0,1029.625,10,6000.0,24,40,6,59.5,1564.9583333333333,274.13,5.48,Clear,Partly cloudy,Partly cloudy,1,diesel,female,proactive,8,0,0
63.0,8.0,0.0,77.25,6.0,1013.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,29.708333333333332,2.9583333333333335,0.0,93.5,4.416666666666667,1031.0,10,6000.0,21,59,18,44.91,1556.625,897.96,17.96,Clear,Partly cloudy,Overcast,0,diesel,male,conservative,6,1,1
71.0,8.25,0.0,66.5,6.0,1015.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,24.0,4.291666666666667,0.0,81.125,6.0,1032.2083333333333,7,6000.0,23,61,21,48.54,1573.2916666666667,589.99,11.8,Clear,Partly cloudy,Partly cloudy,1,diesel,male,conservative,9,0,0
64.0,9.0,0.0,43.0,6.0,1016.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.375,1.6666666666666667,0.0,78.125,6.0,1031.9166666666667,11,3000.0,14,43,10,54.95,1556.625,684.27,13.69,Clear,Partly cloudy,Partly cloudy,0,gas,male,proactive,3,0,0
61.5,11.0,0.0,64.5,6.0,1013.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,30.458333333333332,5.958333333333333,0.0,94.70833333333333,2.625,1026.875,10,6000.0,18,44,16,60.87,1564.9583333333333,705.5,14.11,Partly cloudy,Partly cloudy,Heavy snow,1,gas,male,proactive,7,0,0
57.5,5.0,0.0,69.0,6.0,1017.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,28.708333333333332,6.5,0.0,42.666666666666664,6.0,1029.3333333333333,9,6000.0,26,48,13,60.25,1556.625,267.04,5.34,Sunny,Partly cloudy,Patchy light snow,0,diesel,male,proactive,4,0,0
58.5,6.25,0.0,70.75,6.0,1014.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,26.25,4.625,0.0,88.70833333333333,5.791666666666667,1031.875,11,15000.0,19,45,11,61.7,1564.9583333333333,296.62,5.93,Sunny,Partly cloudy,Cloudy,1,gas,male,proactive,5,0,0
66.5,6.25,0.0,82.25,6.0,1012.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.791666666666668,5.541666666666667,0.0,91.79166666666667,3.375,1029.3333333333333,8,3000.0,25,48,3,60.85,1556.625,675.3,13.51,Clear,Partly cloudy,Moderate snow,0,diesel,male,proactive,3,0,0
48.0,3.75,0.0,68.5,5.75,1021.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,28.625,6.791666666666667,0.0,42.791666666666664,6.0,1029.3333333333333,10,3000.0,20,39,4,47.45,1556.625,263.46,5.27,Clear,Partly cloudy,Partly cloudy,0,gas,male,conservative,2,0,0
62.0,7.25,0.025,91.5,4.25,1009.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,25.083333333333332,3.7916666666666665,0.016666666666666666,94.45833333333333,1.3333333333333333,1026.0416666666667,12,15000.0,26,58,18,59.82,1564.9583333333333,247.63,4.95,Clear,Partly cloudy,Heavy snow,1,diesel,male,proactive,4,0,0
51.5,4.25,0.0,84.0,6.0,1017.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,54.8125,6.291666666666667,0.02291666666666667,74.5,5.5625,1016.5625,9,3000.0,22,45,14,42.94,1564.9583333333333,478.18,9.56,Clear,Partly cloudy,Clear,1,diesel,female,conservative,6,0,1
59.5,10.0,0.0,63.25,6.0,1016.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,24.708333333333332,5.875,0.0,53.125,6.0,1030.0,6,6000.0,17,43,4,59.04,1581.625,368.7,7.37,Clear,Partly cloudy,Partly cloudy,1,gas,male,proactive,2,0,0
62.75,6.0,0.0,55.25,6.0,1010.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,32.5,5.916666666666667,0.0,77.08333333333333,6.0,1031.7916666666667,6,15000.0,19,49,11,61.66,1573.2916666666667,1156.15,23.12,Clear,Partly cloudy,Cloudy,1,gas,male,Unknown,6,1,0
56.75,10.75,0.0,71.5,6.0,1015.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,21.666666666666668,6.541666666666667,0.0,91.83333333333333,5.583333333333333,1030.2916666666667,9,6000.0,19,47,7,56.77,1564.9583333333333,932.44,18.65,Clear,Partly cloudy,Partly cloudy,1,gas,female,proactive,8,1,0
61.0,6.5,0.0,75.5,6.0,1017.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,29.0,4.5,0.0,93.95833333333333,2.3333333333333335,1028.375,7,3000.0,25,43,10,61.8,1564.9583333333333,713.2,14.26,Clear,Partly cloudy,Heavy snow,1,diesel,male,proactive,4,0,1
59.5,7.25,0.0,77.0,6.0,1016.5,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.333333333333332,3.875,0.0,88.625,5.375,1029.5833333333333,8,10000.0,23,54,17,59.56,1598.2916666666667,584.86,11.7,Sunny,Partly cloudy,Cloudy,1,diesel,male,proactive,8,0,1
61.5,6.5,0.0,76.25,6.0,1016.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,19.75,5.625,0.0,50.208333333333336,6.0,1030.6666666666667,7,4000.0,19,55,14,55.7,1573.2916666666667,329.14,6.58,Sunny,Partly cloudy,Clear,1,gas,male,proactive,6,0,0
66.5,5.5,0.0,74.75,5.5,1010.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,28.875,7.083333333333333,0.04583333333333334,95.79166666666667,1.0,1027.2916666666667,13,6000.0,17,44,6,61.84,1564.9583333333333,289.42,5.79,Clear,Partly cloudy,Heavy snow,1,gas,male,Unknown,7,0,0
52.0,1.75,0.025,91.5,5.0,1004.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,25.083333333333332,3.2083333333333335,0.004166666666666667,73.79166666666667,3.2083333333333335,1028.7083333333333,8,3000.0,20,50,17,33.31,1556.625,157.29,3.15,Clear,Partly cloudy,Heavy snow,0,gas,male,conservative,8,0,0
53.0,5.75,0.0,85.5,6.0,1016.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,41.833333333333336,12.875,0.0375,91.79166666666667,4.125,1021.75,10,3000.0,24,43,11,64.28,1564.9583333333333,439.82,8.8,Clear,Partly cloudy,Light rain,1,diesel,male,proactive,6,0,0
64.0,7.0,0.0,80.75,6.0,1007.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,26.375,5.75,0.0,64.45833333333333,6.0,1030.6666666666667,12,6000.0,27,49,16,49.47,1573.2916666666667,381.21,7.62,Clear,Partly cloudy,Clear,1,diesel,male,conservative,4,0,0
74.0,7.5,0.0,81.5,6.0,1011.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,28.291666666666668,4.375,0.004166666666666667,92.0,3.3333333333333335,1028.75,10,15000.0,22,46,7,44.02,1573.2916666666667,660.09,13.2,Cloudy,Partly cloudy,Heavy snow,1,diesel,male,conservative,4,0,1
42.0,7.25,0.0,65.25,6.0,1020.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,42.833333333333336,9.291666666666666,0.0,88.08333333333333,4.5,1023.7916666666666,10,3000.0,24,47,18,61.4,1556.625,873.53,17.47,Clear,Partly cloudy,Overcast,0,diesel,male,proactive,6,1,1
67.5,8.5,0.0,71.75,6.0,1016.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.208333333333332,3.1666666666666665,0.0,75.875,6.0,1031.9166666666667,10,15000.0,27,45,8,43.4,1564.9583333333333,664.67,13.29,Clear,Partly cloudy,Sunny,1,diesel,male,conservative,3,0,0
63.0,4.25,0.0,79.75,3.5,1017.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,27.333333333333332,6.958333333333333,0.0,92.45833333333333,3.4583333333333335,1026.4583333333333,11,15000.0,16,45,6,43.24,1573.2916666666667,342.19,6.84,Mist,Partly cloudy,Moderate snow,1,gas,male,conservative,2,0,0
54.5,8.25,0.0,83.25,6.0,1016.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,26.583333333333332,5.375,0.0,92.29166666666667,4.541666666666667,1031.8333333333333,8,15000.0,23,48,4,59.27,1564.9583333333333,924.53,18.49,Clear,Partly cloudy,Overcast,1,diesel,male,proactive,2,1,1
58.0,4.25,0.0,84.25,6.0,1018.75,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,26.291666666666668,2.625,0.0,81.375,5.625,1029.5833333333333,8,15000.0,14,50,6,59.91,1573.2916666666667,454.49,9.09,Clear,Partly cloudy,Sunny,1,gas,male,proactive,7,0,1
19.0,5.25,0.0,96.25,1.0,1019.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,27.875,3.9166666666666665,0.0,88.20833333333333,5.583333333333333,1030.9583333333333,7,15000.0,19,49,6,59.46,1741.0,728.4,14.57,Mist,Sunny,Light snow,0,gas,male,proactive,7,0,0
45.0,10.25,0.0,81.25,6.0,1012.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,44.541666666666664,7.458333333333333,0.0,50.875,6.0,1019.25,12,4000.0,27,46,14,40.5,1749.3333333333333,770.99,15.42,Clear,Sunny,Sunny,1,diesel,male,conservative,6,0,1
36.5,8.75,0.0,91.25,5.75,1012.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,60.333333333333336,3.5,0.0,58.208333333333336,6.0,1018.5833333333334,8,3000.0,21,50,10,49.87,1757.6666666666667,814.7,16.29,Cloudy,Sunny,Clear,1,diesel,male,conservative,7,1,0
24.75,6.5,0.0,76.0,4.25,1024.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,28.166666666666668,5.833333333333333,0.0,93.16666666666667,4.375,1026.3333333333333,13,4000.0,20,47,5,50.88,1741.0,1000.56,20.01,Patchy moderate snow,Sunny,Light snow,0,gas,male,conservative,4,1,0
46.25,7.25,0.0,88.5,4.0,1012.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,14.083333333333334,3.5416666666666665,0.0,75.66666666666667,6.0,1030.2916666666667,9,15000.0,20,49,10,38.39,1741.0,493.35,9.87,Clear,Sunny,Clear,0,gas,male,conservative,7,0,0
25.0,3.0,0.0,77.0,6.0,1030.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,8,6000.0,25,48,1,55.19,1749.3333333333333,757.39,15.15,Clear,Sunny,Light snow,1,diesel,male,proactive,7,0,1
17.5,13.0,0.0,86.75,3.0,1020.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,7,15000.0,26,40,8,46.78,1741.0,442.12,8.84,Blizzard,Sunny,Overcast,0,diesel,male,conservative,7,0,0
30.5,12.75,0.0,86.25,6.0,1020.75,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,27.958333333333332,6.0,0.0,92.375,3.75,1025.625,12,15000.0,14,54,12,58.14,1749.3333333333333,1162.96,23.26,Light snow,Sunny,Overcast,1,gas,male,proactive,4,1,1
33.5,11.75,0.0,75.75,6.0,1021.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,29.708333333333332,2.9583333333333335,0.0,93.5,4.416666666666667,1031.0,8,6000.0,16,51,24,59.02,1749.3333333333333,548.97,10.98,Cloudy,Sunny,Overcast,1,gas,male,proactive,4,0,0
60.0,12.0,0.0,49.5,6.0,1017.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,24.0,4.291666666666667,0.0,81.125,6.0,1032.2083333333333,8,4000.0,24,50,15,58.91,1741.0,864.59,17.29,Clear,Sunny,Partly cloudy,0,diesel,male,proactive,4,1,0
43.75,18.5,0.0,56.25,3.0,1012.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,48.25,9.208333333333334,0.0,58.333333333333336,6.0,1021.7083333333334,8,4000.0,23,58,21,60.79,1774.3333333333333,1016.07,20.32,Blizzard,Sunny,Clear,1,diesel,Unknown,proactive,6,1,0
58.0,11.25,0.0,28.0,6.0,1014.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,27.375,1.6666666666666667,0.0,78.125,6.0,1031.9166666666667,9,4000.0,17,53,11,62.33,1741.0,768.36,15.37,Clear,Sunny,Partly cloudy,0,gas,male,proactive,6,0,0
40.0,22.25,0.0,63.0,4.0,1012.75,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,30.458333333333332,5.958333333333333,0.0,94.70833333333333,2.625,1026.875,10,3000.0,20,54,24,53.4,1757.6666666666667,776.33,15.53,Blowing snow,Sunny,Heavy snow,1,gas,male,conservative,8,0,0
21.25,10.75,0.0,81.75,5.5,1020.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,26.25,4.625,0.0,88.70833333333333,5.791666666666667,1031.875,10,15000.0,23,46,12,59.0,1749.3333333333333,1158.38,23.17,Patchy light snow,Sunny,Cloudy,1,diesel,male,proactive,8,1,1
45.25,10.25,0.0,82.5,6.0,1011.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,27.791666666666668,5.541666666666667,0.0,91.79166666666667,3.375,1029.3333333333333,8,3000.0,16,47,17,46.67,1766.0,755.21,15.1,Clear,Sunny,Moderate snow,1,gas,male,conservative,6,0,0
36.25,8.25,0.0,67.5,5.75,1014.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,50.416666666666664,7.583333333333333,0.0,63.083333333333336,6.0,1027.9166666666667,7,6000.0,26,47,13,60.76,1749.3333333333333,827.24,16.54,Clear,Sunny,Clear,1,diesel,male,proactive,8,1,0
68.5,19.0,0.0,46.0,6.0,1007.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,32.5,5.916666666666667,0.0,77.08333333333333,6.0,1031.7916666666667,8,3000.0,22,46,8,43.69,1757.6666666666667,465.05,9.3,Clear,Sunny,Cloudy,1,diesel,male,conservative,7,0,0
63.0,5.5,0.0,60.75,6.0,1014.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,21.666666666666668,6.541666666666667,0.0,91.83333333333333,5.583333333333333,1030.2916666666667,10,10000.0,24,49,27,51.78,1749.3333333333333,616.25,12.32,Partly cloudy,Sunny,Partly cloudy,1,diesel,male,conservative,6,0,0
65.25,5.25,0.0,60.75,4.0,1012.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,29.0,4.5,0.0,93.95833333333333,2.3333333333333335,1028.375,11,20000.0,18,48,15,44.02,1757.6666666666667,740.01,14.8,Mist,Sunny,Heavy snow,1,gas,male,conservative,8,0,0
45.25,14.0,0.0,57.5,3.5,1010.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,27.333333333333332,3.875,0.0,88.625,5.375,1029.5833333333333,10,6000.0,16,47,18,44.65,1749.3333333333333,833.76,16.68,Heavy snow,Sunny,Cloudy,1,gas,male,conservative,9,1,0
47.25,6.75,0.0,53.0,6.0,1019.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,26.375,5.75,0.0,64.45833333333333,6.0,1030.6666666666667,8,4000.0,22,47,5,44.45,1749.3333333333333,1037.5,20.75,Clear,Sunny,Clear,1,diesel,male,conservative,3,1,0
74.0,17.75,0.0,43.75,6.0,1012.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,28.291666666666668,4.375,0.004166666666666667,92.0,3.3333333333333335,1028.75,9,15000.0,16,46,9,38.87,1749.3333333333333,774.08,15.48,Clear,Sunny,Heavy snow,1,gas,male,conservative,3,0,0
47.0,5.75,0.0,54.25,4.5,1021.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,42.833333333333336,9.291666666666666,0.0,88.08333333333333,4.5,1023.7916666666666,10,4000.0,16,49,19,46.85,1749.3333333333333,968.56,19.37,Patchy heavy snow,Sunny,Overcast,1,gas,male,conservative,4,1,1
67.75,5.0,0.0,59.25,6.0,1014.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,27.208333333333332,3.1666666666666665,0.0,75.875,6.0,1031.9166666666667,11,15000.0,19,56,21,60.48,1749.3333333333333,781.41,15.63,Clear,Sunny,Sunny,1,gas,male,proactive,7,0,0
60.75,9.75,0.0,72.25,6.0,1011.5,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,27.333333333333332,6.958333333333333,0.0,92.45833333333333,3.4583333333333335,1026.4583333333333,11,6000.0,23,41,6,39.81,1757.6666666666667,1115.83,22.32,Cloudy,Sunny,Moderate snow,1,diesel,male,conservative,2,1,1
55.75,4.25,0.0,66.0,3.5,1011.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,51.166666666666664,10.5,0.0,64.875,6.0,1027.3333333333333,10,10000.0,25,49,6,57.92,1741.0,863.47,17.27,Mist,Sunny,Clear,0,diesel,male,proactive,8,1,0
36.25,11.25,0.0,70.5,3.5,1011.75,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,26.583333333333332,5.375,0.0,92.29166666666667,4.541666666666667,1031.8333333333333,10,4000.0,18,46,12,64.63,1757.6666666666667,493.44,9.87,Clear,Sunny,Overcast,1,gas,male,Unknown,4,0,1
44.5,11.25,0.0,59.25,4.75,1009.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,26.291666666666668,2.625,0.0,81.375,5.625,1029.5833333333333,9,15000.0,19,52,26,39.16,1757.6666666666667,966.04,19.32,Clear,Sunny,Sunny,1,gas,male,conservative,9,1,0
43.5,10.25,0.0,80.25,6.0,1009.75,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,27.875,3.9166666666666665,0.0,88.20833333333333,5.583333333333333,1030.9583333333333,9,4000.0,16,43,20,61.54,1761.5833333333333,433.01,8.66,Light rain shower,Overcast,Light snow,1,gas,male,proactive,6,0,0
48.5,7.5,0.0,83.5,5.5,1010.0,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,44.541666666666664,7.458333333333333,0.0,50.875,6.0,1019.25,5,20000.0,17,51,17,48.76,1761.5833333333333,1177.33,23.55,Clear,Overcast,Sunny,1,gas,male,conservative,4,1,0
19.0,10.75,0.0,83.75,4.5,1021.75,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,28.166666666666668,5.833333333333333,0.0,93.16666666666667,4.375,1026.3333333333333,8,6000.0,23,44,3,57.43,1753.25,618.75,12.38,Moderate or heavy snow showers,Overcast,Light snow,0,diesel,male,proactive,7,0,0
34.25,9.75,0.0,80.75,6.0,1013.75,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,14.083333333333334,3.5416666666666665,0.0,75.66666666666667,6.0,1030.2916666666667,10,15000.0,19,56,17,63.59,1769.9166666666667,905.49,18.11,Clear,Overcast,Clear,1,gas,female,proactive,9,1,0
32.25,6.5,0.0,78.0,6.0,1021.5,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,11,4000.0,23,39,7,62.82,1769.9166666666667,444.02,8.88,Clear,Overcast,Light snow,1,diesel,female,proactive,4,0,0
52.5,7.5,0.0,78.75,6.0,1018.5,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,8,4000.0,22,41,12,46.84,1761.5833333333333,1077.52,21.55,Clear,Overcast,Partly cloudy,1,Unknown,female,conservative,8,1,0
17.5,13.0,0.0,86.75,3.0,1020.0,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,6,4000.0,24,44,3,59.86,1761.5833333333333,442.12,8.84,Blizzard,Overcast,Sunny,1,diesel,male,proactive,8,0,0
32.0,10.5,0.0,82.0,6.0,1021.25,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,27.958333333333332,6.0,0.0,92.375,3.75,1025.625,13,4000.0,14,46,15,61.52,1778.25,786.66,15.73,Clear,Overcast,Overcast,1,gas,male,Unknown,4,0,0
30.5,4.25,0.0,48.5,6.0,1031.0,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,29.708333333333332,2.9583333333333335,0.0,93.5,4.416666666666667,1031.0,11,20000.0,18,39,4,39.94,1778.25,193.12,3.86,Clear,Overcast,Overcast,1,gas,male,conservative,2,0,0
58.75,8.75,0.0,53.5,6.0,1016.25,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,24.0,4.291666666666667,0.0,81.125,6.0,1032.2083333333333,7,4000.0,24,50,18,60.31,1753.25,631.07,12.62,Clear,Overcast,Partly cloudy,0,diesel,male,proactive,4,0,1
65.5,8.75,0.0,52.0,6.0,1011.0,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,27.375,1.6666666666666667,0.0,78.125,6.0,1031.9166666666667,9,4000.0,19,51,12,57.94,1753.25,558.82,11.18,Clear,Overcast,Partly cloudy,0,gas,male,proactive,4,0,0
39.5,8.25,0.0,76.5,6.0,1020.0,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,30.458333333333332,5.958333333333333,0.0,94.70833333333333,2.625,1026.875,12,15000.0,21,47,7,39.22,1761.5833333333333,378.61,7.57,Clear,Overcast,Heavy snow,1,gas,male,conservative,7,0,0
43.25,13.75,0.0,88.75,5.75,1018.25,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,26.25,4.625,0.0,88.70833333333333,5.791666666666667,1031.875,10,15000.0,24,57,9,59.95,1761.5833333333333,791.08,15.82,Overcast,Overcast,Cloudy,1,diesel,male,proactive,8,0,0
55.0,10.25,0.0,61.25,6.0,1014.0,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,27.791666666666668,5.541666666666667,0.0,91.79166666666667,3.375,1029.3333333333333,12,15000.0,14,49,14,63.42,1753.25,408.98,8.18,Clear,Overcast,Moderate snow,0,gas,male,proactive,4,0,0
38.5,4.0,0.0,79.5,6.0,1020.5,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,25.083333333333332,3.7916666666666665,0.016666666666666666,94.45833333333333,1.3333333333333333,1026.0416666666667,9,10000.0,23,50,8,60.8,1753.25,989.85,19.8,Clear,Overcast,Heavy snow,0,diesel,male,proactive,7,1,1
43.5,14.25,0.0,86.0,3.5,1013.25,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,50.416666666666664,7.583333333333333,0.0,63.083333333333336,6.0,1027.9166666666667,13,15000.0,25,43,6,38.15,1761.5833333333333,520.28,10.41,Blizzard,Overcast,Clear,1,diesel,female,conservative,8,0,0
52.75,14.0,0.0,77.5,3.25,1013.25,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,54.8125,6.291666666666667,0.02291666666666667,74.5,5.5625,1016.5625,9,6000.0,19,52,20,50.38,1753.25,980.64,19.61,Blizzard,Overcast,Clear,0,gas,female,conservative,7,1,0
61.0,8.0,0.0,85.0,5.5,1010.5,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,32.5,5.916666666666667,0.0,77.08333333333333,6.0,1031.7916666666667,11,3000.0,24,50,11,59.36,1769.9166666666667,113.1,2.26,Clear,Overcast,Cloudy,1,diesel,male,proactive,4,0,0
